Date,Sender,Message
2025-01-17T05:21:18+00:00,-1001863854271,"Великоновосёлковское направление. На левом фланге противник продвинулся в населённом пункте Времевка и, по сообщениям бойца ВСУ с позывным «Мучной», продолжает давить в северном направлении вдоль реки Мокрые Ялы. Ситуация, исходя из сложившейся конфигурации фронта, остаётся сложной.

🔵Подписаться 
 🟥YouTube
📍Карта"
2025-01-15T20:00:14+00:00,-1001863854271,"Сенатор США Марко Рубио, избранный Дональдом Трампом на должность государственного секретаря, во время слушаний в Сенате заявил, что для того, чтобы российско-украинская война закончилась, обе страны должны пойти на уступки.

«Проблема, с которой сталкивается Украина, заключается не в том, что у них заканчиваются деньги, а в том, что у них заканчиваются украинцы. То, что сделал Путин – неприемлемо, но эта война должна закончиться. Важно, чтобы каждый был реалистом. Придётся пойти на уступки не только России, но и украинцам», — сказал Рубио на слушаниях в Сенате.

Также Марко Рубио добавил, что «нереально поверить», что Украина сможет отбросить российские войска туда, где они были до вторжения 2022 года, и подчеркнул, что официальная позиция США должна заключаться в том, что война должна закончиться."
2025-01-15T12:50:10+00:00,-1001863854271,"Советники избранного президента США Дональда Трампа считают, что мирное соглашение между Украиной и Россией может быть достигнуто в ближайшие месяцы, — Reuters 

По их словам, обещания будущего главы Белого дома решить вопрос в первый день после вступления в должность были сочетанием предвыборной риторики с непониманием сложности конфликта и сроков, необходимых для комплектования новой администрации.

Хотя точные контуры мирного плана Трампа все еще обдумываются, советники Трампа в целом поддерживают идею исключить возможность членства Украины в НАТО из повестки дня, по крайней мере в обозримом будущем, и заморозить нынешние линии фронта. 

Большинство высокопоставленных советников Трампа также поддерживают предоставление Украине материальных гарантий безопасности, таких как создание демилитаризованной зоны, патрулируемой европейскими войсками."
2025-01-13T21:34:51+00:00,-1001863854271,"Республиканец от штата Теннесси Энди Оглс вместе с 10 однопартийцами предложили законопроект под названием ""Вернем Гренландии величие"" (Make Greenland Great Again Act). Он предусматривает, что действующий президент США сможет сразу после инаугурации начать переговоры с Данией о покупке Гренландии, а после заключения соглашения – сообщить об этом Конгрессу (как распорядителю бюджетных средств), — Fox News"
2025-01-12T13:27:58+00:00,-1001863854271,"Глава Минобороны Польши Владислав Косиняк-Камыш относительно отправки миротворцев в Украину заявил, что страны, которые граничат с Россией, не должны появляться в Украине со своими войсками:

«Когда появится мирный план, мы обсудим его, но пограничные государства не должны никоим образом появляться со своими войсками в Украине, потому что я считаю, что в рамках НАТО должно быть большее распределение бремени и диверсификация».

Отдельно он также заявил, что Варшава поддерживает требование избранного американского президента Дональда Трампа к странам НАТО тратить 5% ВВП на оборону, даже если некоторым членам Альянса понадобится 10 лет, чтобы достичь этой цели."
2025-01-10T20:54:33+00:00,-1001863854271,"Напишу коротко. Никакой конкретики по Украине до 20 января не будет. Только домыслы, дезинформация и часть того, что полностью будет озвучено после инаугурации Дональда Трампа. Аналогично и с ситуацией в Сирии, да и на Ближнем Востоке в целом и далее по списку.

В любом случае последний пакет санкций США, если он будет работать хотя бы на 80%, негативно повлияет на экономику РФ и в будущем, в совокупности с прочими санкциями, станет одним из инструментов на переговорном процессе."
2025-01-10T20:32:26+00:00,-1001863854271,"Координатор по стратегическим коммуникациям Совета нацбезопасности Белого дома Джон Кирби считает, что ни Россия, ни Украина не готовы к переговорам о прекращении войны.

Джона Кирби попросили прокомментировать, являются ли последние санкции США против российского нефтяного сектора частью стратегии по «переговорам» о завершении войны в Украине, на что он ответил: «Это (введение санкций против РФ) не делалось с расчетом того, что станет разменной монетой, которую можно забрать со стола, когда Украина захочет сесть за этот стол переговоров. Сейчас нет ожиданий, что любая из сторон готова к переговорам»."
2025-01-10T05:45:58+00:00,-1001863854271,"Торецк.

В южной, западной, северной и центральной частях города продолжаются атаки российских штурмовых групп. 

На северо-западной окраине Торецка пехотное подразделение противника предприняло попытку продвинуться на территорию промышленной площадки шахты «Святой Матроны Московской», где попало под удар дроноводов ВСУ. Вся северо-западная часть города перешла в серую зону.

В центральной части города продолжаются накаты противника вдоль ряда улиц в направлении шахты «Торецкая», расположенной на северной окраине города. Ситуация остаётся динамичной."
2025-01-10T05:32:25+00:00,-1001863854271,"Во время выступления перед губернаторами-республиканцами в своей резиденции в Мар-а-Лаго во Флориде, Дональд Трамп заявил, что Путин выразил желание встретиться, и сейчас идёт подготовка к этой встрече.  

«Он хочет встретиться, и мы готовим это», — сказал Трамп."
2025-01-09T15:12:45+00:00,-1001863854271,"Курская область.

Кадры отражения атаки противника бойцами 47-ой ОМБр «Магура» в районе опорного пункта западнее н.п. Никольский.

🔵Подписаться 
📍Карта"
2025-01-09T15:12:45+00:00,-1001863854271,"Курская область.

Кадры отражения атаки противника бойцами 47-ой ОМБр «Магура» в районе опорного пункта западнее н.п. Никольский.

🔵Подписаться 
📍Карта"
2025-01-08T20:26:09+00:00,-1001863854271,"Избранный Дональдом Трампом спецпредставитель по вопросам Украины и России Кит Келлог заявил, что ставит своей целью в течение 100 дней после инаугурации нового президента попытаться найти решение для завершения войны в Украине, — Fox News

Ну, будем посмотреть…"
2025-01-07T18:10:09+00:00,-1001863854271,"Дональд Трамп заявил, что в курсе готовности Путина к контактам с ним, но считает это неприемлемым до официального возвращения в Белый дом.

Также Трамп заявил, что Запад понимает, что Украина не может быть в НАТО и добавил, что также придерживается этой позиции.

«Я считаю, что у них (России и Украины) было ранее достигнутое соглашение (о невступлении в НАТО), а затем Байден нарушил его и сказал — нет, они должны иметь возможность присоединиться к НАТО. Тогда Россия имела б кого-то прямо на своем пороге. Я могу понять их чувства на этот счет», — добавил Трамп.

Также Дональд Трамп заявил, что надеется остановить войну в Украине за полгода.

Далее Трамп заявил, что «члены НАТО должны увеличить расходы на оборону с 2% до 5% ВВП. Они все могут себе это позволить»."
2025-01-07T16:45:21+00:00,-1001863854271,"Торецк.

В западной, северо-западной, северной и центральной частях города продолжаются атаки российских малых манёвренных штурмовых групп. Противник подтянул свежие силы для сохранения высокого темпа боевых действий. В центральной части города российские войска заняли здание школы №3, в котором накапливают силы для дальнейших атак, и в котором дроноводы ВСУ нанесли огневое поражение скоплению сил противника."
2025-01-07T08:34:53+00:00,-1001863854271,"Первые 50 приемников BetaFPV ELRS Nano по сбору доставлены бойцам 148-ой ОАБр на Покровское направление.

Напомню, сбор продолжается на дроны и комплектующие к FPV-камикадзе на Покровское направление."
2025-01-07T06:04:08+00:00,-1001863854271,"Фронтовая сводка на утро 7 января (2/2):

На Часовоярском направлении продолжаются боестолкновения за микрорайон «Северный» и в районе «Часовоярского огнеупорного комбината».

На Лиманском направлении российские войска захватили оставшуюся часть н.п. Ивановка и продвинулись севернее вдоль лесополос. 

На Боровском направлении противник занял оставшуюся часть н.п. Лозовая, в котором ранее установил флаг, и атаковал при поддержке бронетехники расположенный западнее опорный пункт (севернее Кругляковского пруда), занятие которого открывает противнику дорогу в направлении н.п. Новая Кругляковка.

Курская область.
В Большесолдатском районе продолжаются боестолкновения в районе н.п. Бердин (добавлена серая зона). Восточнее н.п. Черкасское Поречное добавлена зона контроля ВСУ. Конфигурация фронта на дальнейшем уточнении.
На северном фланге Суджанского направления российские войска пехотными подразделениями атаковали с района н.п. Камышевка в южном направлении вдоль балок на глубину до 1.6 км. Западнее н.п. Русское Поречное ВСУ на БТР «Stryker» задавили российских штурмовиков в поле западнее балки Чёрный Яр. Предварительно добавлена серая зона."
